movie_id,director_id,duration,gross,movie_title,num_voted_users,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio
49,38,93.0,237282182.0,Brave ,273556,English,USA,PG,185000000.0,2012.0,7.2,2.35
50,39,122.0,130468626.0,Star Trek Beyond ,53607,English,USA,PG-13,185000000.0,2016.0,7.5,2.35
51,6,98.0,223806889.0,WALL·E ,718837,English,USA,G,180000000.0,2008.0,8.4,2.35
52,25,91.0,140080850.0,Rush Hour 3 ,121084,English,USA,PG-13,140000000.0,2007.0,6.2,2.35
53,40,158.0,166112167.0,2012 ,283418,English,USA,PG-13,200000000.0,2009.0,5.8,2.35
54,41,96.0,137850096.0,A Christmas Carol ,72809,English,USA,PG,200000000.0,2009.0,6.8,2.35
55,42,127.0,47375327.0,Jupiter Ascending ,139593,English,USA,PG-13,176000000.0,2015.0,5.4,2.35
56,13,150.0,291709845.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",286506,English,USA,PG,180000000.0,2005.0,6.9,2.35
57,11,144.0,154985087.0,X-Men: Apocalypse ,148379,English,USA,PG-13,178000000.0,2016.0,7.3,2.35
58,4,152.0,533316061.0,The Dark Knight ,1676169,English,USA,PG-13,185000000.0,2008.0,9.0,2.35
59,43,96.0,292979556.0,Up ,665575,English,USA,PG,175000000.0,2009.0,8.3,1.85
60,44,94.0,198332128.0,Monsters vs. Aliens ,114553,English,USA,PG,175000000.0,2009.0,6.5,2.35
61,45,126.0,318298180.0,Iron Man ,696338,English,USA,PG-13,140000000.0,2008.0,7.9,2.35
62,46,126.0,73820094.0,Hugo ,245333,English,USA,PG,170000000.0,2011.0,7.5,1.85
63,15,106.0,113745408.0,Wild Wild West ,129601,English,USA,PG-13,170000000.0,1999.0,4.8,1.85
64,47,112.0,102176165.0,The Mummy: Tomb of the Dragon Emperor ,117927,English,USA,PG-13,145000000.0,2008.0,5.2,2.35
65,48,123.0,161087183.0,Suicide Squad ,118992,English,USA,PG-13,175000000.0,2016.0,6.9,2.35
66,49,96.0,100289690.0,Evan Almighty ,115099,English,USA,PG,175000000.0,2007.0,5.4,2.35
67,50,113.0,100189501.0,Edge of Tomorrow ,431620,English,USA,PG-13,178000000.0,2014.0,7.9,2.35
68,51,176.0,88246220.0,Waterworld ,144337,English,USA,PG-13,175000000.0,1995.0,6.1,1.85
69,52,118.0,150167630.0,G.I. Joe: The Rise of Cobra ,174578,English,USA,PG-13,175000000.0,2009.0,5.8,2.35
70,43,95.0,356454367.0,Inside Out ,345198,English,USA,PG,175000000.0,2015.0,8.3,1.85
71,45,124.0,312057433.0,Iron Man 2 ,522371,English,USA,PG-13,200000000.0,2010.0,7.0,2.35
72,53,132.0,155111815.0,Snow White and the Huntsman ,228554,English,USA,PG-13,170000000.0,2012.0,6.1,2.35
73,54,97.0,241407328.0,Maleficent ,252257,English,USA,PG,180000000.0,2014.0,7.0,2.35
74,55,130.0,208543795.0,Dawn of the Planet of the Apes ,317542,English,USA,PG-13,170000000.0,2014.0,7.6,1.85
75,56,128.0,38297305.0,47 Ronin ,116994,English,USA,PG-13,175000000.0,2013.0,6.3,2.35
76,20,136.0,259746958.0,Captain America: The Winter Soldier ,496749,English,USA,PG-13,170000000.0,2014.0,7.8,2.35
77,57,93.0,238371987.0,Shrek Forever After ,138661,English,USA,PG,165000000.0,2010.0,6.4,2.35
78,58,130.0,93417865.0,Tomorrowland ,128306,English,USA,PG,190000000.0,2015.0,6.5,2.2
79,59,102.0,222487711.0,Big Hero 6 ,279093,English,USA,PG,165000000.0,2014.0,7.9,2.39
80,60,101.0,189412677.0,Wreck-It Ralph ,272534,English,USA,PG,165000000.0,2012.0,7.8,2.35
81,41,100.0,665426.0,The Polar Express ,120798,English,USA,G,165000000.0,2004.0,6.6,2.35
82,40,120.0,102315545.0,Independence Day: Resurgence ,58137,English,USA,PG-13,165000000.0,2016.0,5.5,2.35
83,61,98.0,217387997.0,How to Train Your Dragon ,485430,English,USA,PG,165000000.0,2010.0,8.2,2.35
84,62,109.0,150350192.0,Terminator 3: Rise of the Machines ,305340,English,USA,R,200000000.0,2003.0,6.4,2.35
85,63,121.0,333130696.0,Guardians of the Galaxy ,682155,English,USA,PG-13,170000000.0,2014.0,8.1,2.35
86,4,169.0,187991439.0,Interstellar ,928227,English,USA,PG-13,165000000.0,2014.0,8.6,2.35
87,4,148.0,292568851.0,Inception ,1468200,English,USA,PG-13,160000000.0,2010.0,8.8,2.35
88,16,182.0,303001229.0,The Hobbit: An Unexpected Journey ,637246,English,USA,PG-13,180000000.0,2012.0,7.9,2.35
89,64,166.0,127490802.0,The Curious Case of Benjamin Button ,459346,English,USA,PG-13,150000000.0,2008.0,7.8,2.35
90,65,132.0,146405371.0,X-Men: First Class ,518537,English,USA,PG-13,160000000.0,2011.0,7.8,2.35
91,66,137.0,281666058.0,The Hunger Games: Mockingjay - Part 2 ,166137,English,USA,PG-13,160000000.0,2015.0,6.6,2.35
92,67,109.0,63143812.0,The Sorcerer's Apprentice ,124185,English,USA,PG,150000000.0,2010.0,6.1,2.35
93,68,98.0,60655503.0,Poseidon ,82380,English,USA,PG-13,160000000.0,2006.0,5.6,2.35
94,69,113.0,76846624.0,Alice Through the Looking Glass ,21352,English,USA,PG,170000000.0,2016.0,6.4,1.85
95,70,93.0,320706665.0,Shrek the Third ,211971,English,USA,PG,160000000.0,2007.0,6.1,1.85
96,71,123.0,46978995.0,Warcraft ,111609,English,USA,PG-13,160000000.0,2016.0,7.3,2.35
97,72,126.0,89732035.0,Terminator Genisys ,188457,English,USA,PG-13,155000000.0,2015.0,6.6,2.35
98,73,113.0,104383624.0,The Chronicles of Narnia: The Voyage of the Dawn Treader ,106446,English,USA,PG,155000000.0,2010.0,6.3,1.78
99,27,184.0,198539855.0,Pearl Harbor ,254111,English,USA,PG-13,140000000.0,2001.0,6.1,2.35
100,27,144.0,318759914.0,Transformers ,513158,English,USA,PG-13,150000000.0,2007.0,7.1,2.35
101,74,206.0,34293771.0,Alexander ,138863,English,Germany,R,155000000.0,2004.0,5.5,2.35
102,9,138.0,292000866.0,Harry Potter and the Order of the Phoenix ,355137,English,UK,PG-13,150000000.0,2007.0,7.5,2.35
103,34,157.0,289994397.0,Harry Potter and the Goblet of Fire ,385670,English,UK,PG-13,150000000.0,2005.0,7.6,2.35
104,21,102.0,227946274.0,Hancock ,343648,English,USA,PG-13,150000000.0,2008.0,6.4,2.35
105,66,104.0,256386216.0,I Am Legend ,530870,English,USA,PG-13,150000000.0,2007.0,7.2,2.35
106,75,115.0,206456431.0,Charlie and the Chocolate Factory ,320284,English,USA,PG,150000000.0,2005.0,6.7,1.85
107,58,111.0,206435493.0,Ratatouille ,473887,English,USA,G,150000000.0,2007.0,8.0,2.35
108,4,128.0,205343774.0,Batman Begins ,980946,English,USA,PG-13,150000000.0,2005.0,8.3,2.35
109,76,89.0,179982968.0,Madagascar: Escape 2 Africa ,146019,English,USA,PG,150000000.0,2008.0,6.7,1.85
110,77,105.0,177243721.0,Night at the Museum: Battle of the Smithsonian ,130272,English,USA,PG,150000000.0,2009.0,5.9,2.35
111,78,119.0,179883016.0,X-Men Origins: Wolverine ,361924,English,USA,PG-13,150000000.0,2009.0,6.7,2.35
112,42,129.0,139259759.0,The Matrix Revolutions ,364948,English,Australia,R,150000000.0,2003.0,6.7,2.35
113,79,102.0,400736600.0,Frozen ,421658,English,USA,PG,150000000.0,2013.0,7.6,2.24
114,42,138.0,281492479.0,The Matrix Reloaded ,421818,English,USA,R,150000000.0,2003.0,7.2,2.35
115,72,112.0,206360018.0,Thor: The Dark World ,414070,English,USA,PG-13,170000000.0,2013.0,7.1,2.35
116,80,120.0,153629485.0,Mad Max: Fury Road ,552503,English,Australia,R,150000000.0,2015.0,8.1,2.35
117,81,146.0,133375846.0,Angels & Demons ,207839,English,USA,PG-13,150000000.0,2009.0,6.7,2.35
118,82,115.0,181015141.0,Thor ,536314,English,USA,PG-13,150000000.0,2011.0,7.0,2.35
119,83,96.0,114053579.0,Bolt ,146766,English,USA,PG,150000000.0,2008.0,6.9,1.85
120,84,88.0,119420252.0,G-Force ,33042,English,USA,PG,150000000.0,2009.0,5.1,2.35
121,85,99.0,83640426.0,Wrath of the Titans ,152826,English,USA,PG-13,150000000.0,2012.0,5.8,1.85
122,75,113.0,79711678.0,Dark Shadows ,199039,English,USA,PG-13,100000000.0,2012.0,6.2,1.85
123,86,131.0,195000874.0,Mission: Impossible - Rogue Nation ,232187,English,China,PG-13,150000000.0,2015.0,7.4,2.35
124,87,119.0,61937495.0,The Wolfman ,89442,English,USA,R,150000000.0,2010.0,5.8,1.85
125,9,110.0,124051759.0,The Legend of Tarzan ,42372,English,USA,PG-13,180000000.0,2016.0,6.6,2.35
126,88,91.0,126597121.0,Bee Movie ,105902,English,USA,PG,150000000.0,2007.0,6.2,1.85
127,89,90.0,165230261.0,Kung Fu Panda 2 ,182718,English,USA,PG,150000000.0,2011.0,7.3,2.35
128,90,103.0,131564731.0,The Last Airbender ,118951,English,USA,PG,150000000.0,2010.0,4.2,2.35
129,33,124.0,133382309.0,Mission: Impossible III ,256695,English,USA,PG-13,150000000.0,2006.0,6.9,2.35
130,40,131.0,73103784.0,White House Down ,164238,English,USA,PG-13,150000000.0,2013.0,6.4,2.35
131,91,88.0,21379315.0,Mars Needs Moms ,17590,English,USA,PG,150000000.0,2011.0,5.4,2.35
132,92,85.0,64459316.0,Flushed Away ,85086,English,UK,PG,149000000.0,2006.0,6.7,1.85
133,93,92.0,111505642.0,Mr. Peabody & Sherman ,47900,English,USA,PG,145000000.0,2014.0,6.9,1.85
134,68,196.0,133228348.0,Troy ,381672,English,USA,R,175000000.0,2004.0,7.2,2.35
135,76,93.0,216366733.0,Madagascar 3: Europe's Most Wanted ,119213,English,USA,PG,145000000.0,2012.0,6.9,1.85
136,94,133.0,160201106.0,Die Another Day ,169914,English,UK,PG-13,142000000.0,2002.0,6.1,2.35
137,27,153.0,201573391.0,Armageddon ,322395,English,USA,PG-13,140000000.0,1998.0,6.6,2.35
138,15,88.0,190418803.0,Men in Black II ,270207,English,USA,PG-13,140000000.0,2002.0,6.1,1.85
139,41,115.0,82161969.0,Beowulf ,142440,English,USA,PG-13,150000000.0,2007.0,6.3,2.35
140,95,95.0,143523463.0,Kung Fu Panda 3 ,64322,English,USA,PG,145000000.0,2016.0,7.2,2.35
141,58,133.0,209364921.0,Mission: Impossible - Ghost Protocol ,365104,English,USA,PG-13,145000000.0,2011.0,7.4,2.35
142,96,97.0,103400692.0,Rise of the Guardians ,123553,English,USA,PG,145000000.0,2012.0,7.3,1.85
143,97,90.0,110332737.0,Fun with Dick and Jane ,110788,English,USA,PG-13,100000000.0,2005.0,6.1,2.35
144,98,154.0,111110575.0,The Last Samurai ,317166,English,USA,R,140000000.0,2003.0,7.7,2.35
145,33,127.0,257704099.0,Star Trek ,504419,English,USA,PG-13,150000000.0,2009.0,8.0,2.35
146,23,121.0,403706375.0,Spider-Man ,544665,English,USA,PG-13,139000000.0,2002.0,7.3,1.85
147,61,102.0,176997107.0,How to Train Your Dragon 2 ,221128,English,USA,PG,145000000.0,2014.0,7.9,2.35
148,99,126.0,31141074.0,Gods of Egypt ,51892,English,USA,PG-13,140000000.0,2016.0,5.5,2.35
149,47,121.0,31704416.0,Stealth ,45455,English,USA,PG-13,135000000.0,2005.0,5.0,2.35
150,10,215.0,107503316.0,Watchmen ,392474,English,USA,R,130000000.0,2009.0,7.7,2.35
151,100,127.0,129734803.0,Lethal Weapon 4 ,127497,English,USA,R,140000000.0,1998.0,6.6,2.35
152,101,138.0,132122995.0,Hulk ,212106,English,USA,PG-13,137000000.0,2003.0,5.7,1.85
153,102,122.0,122512052.0,G.I. Joe: Retaliation ,146352,English,USA,PG-13,130000000.0,2013.0,5.8,2.35
154,103,124.0,68642452.0,Sahara ,77673,English,UK,PG-13,130000000.0,2005.0,6.0,2.35
155,104,106.0,32131830.0,Final Fantasy: The Spirits Within ,72259,English,USA,PG-13,137000000.0,2001.0,6.4,1.85
156,87,124.0,176636816.0,Captain America: The First Avenger ,508818,English,USA,PG-13,140000000.0,2011.0,6.9,2.35
157,73,128.0,126930660.0,The World Is Not Enough ,157519,English,UK,PG-13,135000000.0,1999.0,6.4,2.35
158,105,138.0,93926386.0,Master and Commander: The Far Side of the World ,168207,English,USA,PG-13,150000000.0,2003.0,7.4,2.35
159,80,100.0,63992328.0,Happy Feet 2 ,32399,English,Australia,PG,135000000.0,2011.0,5.9,2.35
160,106,135.0,134518390.0,The Incredible Hulk ,326286,English,USA,PG-13,150000000.0,2008.0,6.8,2.35
162,36,117.0,52792307.0,The BFG ,12572,English,UK,PG,140000000.0,2016.0,6.8,2.35
163,108,156.0,183635922.0,The Revenant ,406020,English,USA,R,135000000.0,2015.0,8.1,2.35
164,109,96.0,83024900.0,Turbo ,62424,English,USA,PG,135000000.0,2013.0,6.5,2.35
165,2,107.0,123207194.0,Rango ,183208,English,USA,PG,135000000.0,2011.0,7.2,2.35
166,76,92.0,83348920.0,Penguins of Madagascar ,60230,English,USA,PG,132000000.0,2014.0,6.7,1.85
167,110,115.0,227137090.0,The Bourne Ultimatum ,491077,English,USA,PG-13,110000000.0,2007.0,8.1,2.35
168,111,92.0,215395021.0,Kung Fu Panda ,307029,English,USA,PG,130000000.0,2008.0,7.6,2.35
169,112,117.0,180191634.0,Ant-Man ,313866,English,USA,PG-13,130000000.0,2015.0,7.4,1.85
170,66,146.0,424645577.0,The Hunger Games: Catching Fire ,498397,English,USA,PG-13,130000000.0,2013.0,7.6,2.35
171,113,115.0,292298923.0,The Twilight Saga: Breaking Dawn - Part 2 ,185394,English,USA,PG-13,120000000.0,2012.0,5.5,2.35
172,36,116.0,234277056.0,War of the Worlds ,334345,English,USA,PG-13,132000000.0,2005.0,6.5,1.85
173,27,147.0,138396624.0,Bad Boys II ,178126,English,USA,R,130000000.0,2003.0,6.6,2.35
174,70,90.0,149234747.0,Puss in Boots ,114287,English,USA,PG,130000000.0,2011.0,6.7,2.35
175,114,101.0,118311368.0,Salt ,245621,English,USA,PG-13,110000000.0,2010.0,6.4,2.35
176,115,138.0,101160529.0,Noah ,200022,English,USA,PG-13,125000000.0,2014.0,5.8,1.85
177,36,107.0,77564037.0,The Adventures of Tintin ,177383,English,USA,PG,135000000.0,2011.0,7.4,2.35
178,116,142.0,249358727.0,Harry Potter and the Prisoner of Azkaban ,382255,English,UK,PG,130000000.0,2004.0,7.8,2.35
179,117,165.0,49551662.0,Australia ,102338,English,Australia,PG-13,130000000.0,2008.0,6.6,2.35
180,90,100.0,60522097.0,After Earth ,158720,English,USA,PG-13,130000000.0,2013.0,4.9,2.35
181,118,82.0,137748063.0,Dinosaur ,38438,English,USA,PG,127500000.0,2000.0,6.5,1.85
183,77,98.0,113733726.0,Night at the Museum: Secret of the Tomb ,67223,English,USA,PG,127000000.0,2014.0,6.2,1.85
184,120,95.0,148337537.0,Megamind ,172754,English,USA,PG,130000000.0,2010.0,7.3,2.35
185,121,159.0,317557891.0,Harry Potter and the Sorcerer's Stone ,444683,English,UK,PG,125000000.0,2001.0,7.5,2.35
186,122,96.0,33592415.0,R.I.P.D. ,91640,English,USA,PG-13,130000000.0,2013.0,5.6,2.35
187,123,120.0,,Godzilla Resurgence ,374,Japanese,Japan,,,2016.0,8.2,2.35
188,2,143.0,305388685.0,Pirates of the Caribbean: The Curse of the Black Pearl ,809474,English,USA,PG-13,140000000.0,2003.0,8.1,2.35
190,66,123.0,337103873.0,The Hunger Games: Mockingjay - Part 1 ,305008,English,USA,PG-13,125000000.0,2014.0,6.7,2.35
191,81,174.0,217536138.0,The Da Vinci Code ,314253,English,USA,PG-13,125000000.0,2006.0,6.6,2.35
192,124,101.0,131536019.0,Rio 2 ,58498,English,USA,G,103000000.0,2014.0,6.4,2.35
193,11,134.0,214948780.0,X-Men 2 ,405973,English,Canada,PG-13,110000000.0,2003.0,7.5,2.35
194,39,132.0,209805005.0,Fast Five ,284792,English,USA,PG-13,125000000.0,2011.0,7.3,2.35
195,125,129.0,186830669.0,Sherlock Holmes: A Game of Shadows ,338635,English,USA,PG-13,125000000.0,2011.0,7.5,2.35
196,126,102.0,32694788.0,The 13th Warrior ,101411,English,USA,R,85000000.0,1999.0,6.6,2.35
197,127,135.0,113165635.0,The Bourne Legacy ,229823,English,USA,PG-13,125000000.0,2012.0,6.7,2.35
198,128,125.0,107285004.0,Batman & Robin ,189855,English,USA,PG-13,125000000.0,1997.0,3.7,1.85
199,81,110.0,260031035.0,How the Grinch Stole Christmas ,141414,English,USA,PG,123000000.0,2000.0,6.0,1.85
200,40,124.0,186739919.0,The Day After Tomorrow ,333248,English,USA,PG-13,125000000.0,2004.0,6.4,2.35
201,129,123.0,215397307.0,Mission: Impossible II ,242188,English,USA,PG-13,125000000.0,2000.0,6.1,2.35
202,68,130.0,182618434.0,The Perfect Storm ,133076,English,USA,PG-13,140000000.0,2000.0,6.4,2.35
203,130,92.0,131920333.0,Fantastic 4: Rise of the Silver Surfer ,213275,English,USA,PG,130000000.0,2007.0,5.6,2.35
204,101,127.0,124976634.0,Life of Pi ,440084,English,USA,PG,120000000.0,2012.0,8.0,1.85
205,131,123.0,115802596.0,Ghost Rider ,182661,English,USA,PG-13,110000000.0,2007.0,5.2,2.35
206,110,123.0,108521835.0,Jason Bourne ,40123,English,UK,PG-13,120000000.0,2016.0,7.1,2.35
207,31,107.0,100685880.0,Charlie's Angels: Full Throttle ,100821,English,USA,PG-13,120000000.0,2003.0,4.8,2.35
208,18,124.0,126464904.0,Prometheus ,456260,English,USA,R,130000000.0,2012.0,7.0,2.35
209,93,77.0,64736114.0,Stuart Little 2 ,36471,English,USA,PG,120000000.0,2002.0,5.4,1.85
210,132,109.0,93050117.0,Elysium ,338087,English,USA,R,115000000.0,2013.0,6.6,2.35
211,133,134.0,57637485.0,The Chronicles of Riddick ,183909,English,USA,PG-13,105000000.0,2004.0,6.7,2.35
212,42,135.0,43929341.0,Speed Racer ,57873,English,USA,PG,120000000.0,2008.0,6.1,2.35
213,134,121.0,30212620.0,How Do You Know ,35066,English,USA,PG-13,120000000.0,2010.0,5.3,1.85
214,135,117.0,76418654.0,Knight and Day ,148280,English,USA,PG-13,117000000.0,2010.0,6.3,2.35
215,136,124.0,89021735.0,Oblivion ,387436,English,USA,PG-13,120000000.0,2013.0,7.0,2.35
216,137,140.0,380262555.0,Star Wars: Episode III - Revenge of the Sith ,520104,English,USA,PG-13,113000000.0,2005.0,7.6,2.35
217,137,142.0,310675583.0,Star Wars: Episode II - Attack of the Clones ,464310,English,USA,PG,115000000.0,2002.0,6.7,1.78
218,43,92.0,289907418.0,"Monsters, Inc. ",585659,English,USA,G,115000000.0,2001.0,8.1,1.85
219,135,138.0,132550960.0,The Wolverine ,328067,English,USA,PG-13,120000000.0,2013.0,6.7,2.35
220,137,136.0,474544677.0,Star Wars: Episode I - The Phantom Menace ,534658,English,USA,PG,115000000.0,1999.0,6.5,2.35
221,138,98.0,187165546.0,The Croods ,150618,English,USA,PG,135000000.0,2013.0,7.3,2.35
222,139,116.0,,Asterix at the Olympic Games ,20567,French,France,,78000000.0,2008.0,5.1,2.35
223,129,153.0,40911830.0,Windtalkers ,55994,English,USA,R,115000000.0,2002.0,6.0,2.35
224,140,120.0,47952020.0,The Huntsman: Winter's War ,37750,English,USA,PG-13,115000000.0,2016.0,6.1,2.35
225,116,91.0,274084951.0,Gravity ,582917,English,UK,PG-13,100000000.0,2013.0,7.8,2.35
226,141,108.0,67155742.0,Dante's Peak ,62271,English,USA,PG-13,116000000.0,1997.0,5.8,2.35
227,142,112.0,81638674.0,Teenage Mutant Ninja Turtles: Out of the Shadows ,17533,English,USA,PG-13,135000000.0,2016.0,6.3,2.35
228,77,108.0,250863268.0,Night at the Museum ,234480,English,USA,PG,110000000.0,2006.0,6.4,1.85
229,143,114.0,155181732.0,San Andreas ,147497,English,USA,PG-13,110000000.0,2015.0,6.1,2.35
230,144,119.0,125332007.0,Tomorrow Never Dies ,149680,English,UK,PG-13,110000000.0,1997.0,6.5,2.35
231,40,142.0,113330342.0,The Patriot ,207613,English,USA,R,110000000.0,2000.0,7.1,2.35
232,145,125.0,125531634.0,Ocean's Twelve ,284852,English,USA,PG-13,110000000.0,2004.0,6.4,2.35
233,50,126.0,186336103.0,Mr. & Mrs. Smith ,348861,English,USA,PG-13,120000000.0,2005.0,6.5,2.35
234,122,119.0,129995817.0,Insurgent ,154621,English,USA,PG-13,110000000.0,2015.0,6.3,2.35
235,46,170.0,102608827.0,The Aviator ,264318,English,USA,PG-13,110000000.0,2004.0,7.5,2.35
236,44,85.0,42776259.0,Gulliver's Travels ,53160,English,USA,PG,112000000.0,2010.0,4.9,2.35
237,146,119.0,98780042.0,The Green Hornet ,136019,English,USA,PG-13,120000000.0,2011.0,5.8,2.35
239,147,102.0,106369117.0,300: Rise of an Empire ,225273,English,USA,R,110000000.0,2014.0,6.2,2.35
240,148,103.0,142614158.0,The Smurfs ,66593,English,USA,PG,110000000.0,2011.0,5.5,1.78
241,149,76.0,50026353.0,Home on the Range ,13581,English,USA,PG,110000000.0,2004.0,5.4,1.78
242,122,120.0,66002193.0,Allegiant ,44296,English,USA,PG-13,110000000.0,2016.0,5.8,2.35
243,77,127.0,85463309.0,Real Steel ,254841,English,USA,PG-13,110000000.0,2011.0,7.1,2.35
244,148,105.0,71017784.0,The Smurfs 2 ,27257,English,USA,PG,105000000.0,2013.0,5.4,1.85
245,150,121.0,48068396.0,Speed 2: Cruise Control ,60573,English,USA,PG-13,160000000.0,1997.0,3.7,2.35
246,78,114.0,61656849.0,Ender's Game ,184561,English,USA,PG-13,110000000.0,2013.0,6.7,2.35
247,151,129.0,134520804.0,Live Free or Die Hard ,336235,English,USA,PG-13,110000000.0,2007.0,7.2,2.35
248,16,171.0,313837577.0,The Lord of the Rings: The Fellowship of the Ring ,1238746,English,New Zealand,PG-13,93000000.0,2001.0,8.8,2.35
249,152,165.0,58183966.0,Ali ,79186,English,USA,R,107000000.0,2001.0,6.8,2.35
250,153,82.0,100446895.0,The Cat in the Hat ,36033,English,USA,PG,109000000.0,2003.0,3.8,1.85
